postId,skills,Job Title,rowType
288," pharmaceutical, medical, Pharma, medical billing, healthcare",Medical Representative,Train
289," CSS, Wordpress, MySQL, Javascript, PHP, HTML, JQuery, SEO, Ajax, Hosting",Software Developer,Train
290,"mechanical operation,preventive maintenance,mechanical,engineeringbreak down maintenance,mechanical maintenance","Suguna Group was founded in the year 1984 with the inception of Suguna Foods in poultry sector by first generation entrepreneurs. Suguna is a USD 1.3 billion (INR 9,000 cr) group and leader in Indian protein food/animal farming industry. With an employee footprint of more than 8500, the group is in to poultry, dairy, processed protein food, animal nutrition, healthcare & biologicals. Group companies are Suguna Foods, Suguna Dairy, Globion, Aminovit Srilanka, Suguna Bangladesh and Kenya. Suguna Foods is the largest poultry enterprise in India and it ranks among the top 10 worldwide. The fully integrated operations cover broiler and layer farming, hatcheries, feed mills, processing plants, vaccines and exports. Suguna markets live broiler chicken, value added eggs, ready-to-eat and ready-to-cook chicken products. With the intent to provide consumers with fresh, clean and hygienic packed chicken, Suguna has set up a chain of modern retail outlets in the name of Ã¢â‚¬ËœDaily FresshÃ¢â‚¬â„¢. Suguna Foods pioneered contract farming in poultry industry, and now has presence in 21 states in India. Suguna as a brand is known for its quality products which has been well accepted by the consumers. Suguna Group always believes in energising rural India and providing nutritional security to India and is proud to associate with the mission of improving livelihood of 38,000 farmers",Train
291," javascript, html, ajax, jquery, php mysql, smarty, api, analytical, third party, software development life cycle",Software Developer,Train
292,"Renewable energy,Power distribution,Power sector,Banking,Electricals",Associate/Senior Associate -(NonTechnical),Train
293," spanish language expert, chinese, spanish, medical",Proof Reader,Train
294," Sales Associate, support, Voice process, Issue, Senior, Technical, Inbound calls, Bonus, US shift, Software",Associate/Senior Associate -(NonTechnical),Train
295," MCSE, Database, Support Engineer",Associate/Senior Associate -(Technical),Train
296," SSRS, SQL Server, Stored Procedures, SQL Development, MS SQL",Software Developer,Train
297," GIT, Linux, Machine Learning, Python",Software Developer,Train
298," GNM, Business Executive",Nurse,Train
299," institutions, relationships, marketing executive, customer, customers, implementation, company, site, product",Direct Marketing Executive,Train
300,"Recruitment,Volume Hiring,HR,BPO Hiring,Sourcing,Interviewing,Onboarding,Staffing,Orientation,Human Resource Management",HR Executive,Train
301," Java, CSS, Rest, Spring Mvc, Javascript, HTML, JPA, Spring Boot, JQuery, Web Services",Software Developer,Train
302," financial analysis, financial planning, taxation, VP Finance",Head/VP/GM-Finance/Audit,Train
303," Publishing, SEO, Content management, Social media, Wordpress, Management systems, Research, Brand awareness, Web technologies, Journalism",Content Developer,Train
304," Auditing, Audit Planning, Risk Assessment, Banking, Credit Risk, Credit Policy",Head/VP/GM-CFO/Financial Controller,Train
305," c++, development, gaming, C, software, HTML, ios, opengl, iphone, design, MySQL, JavaScript",Software Developer,Train
306," business development, e - commerce, sales executive, sales associate, sales officer, sales, field sales, mba fresher, fresher, new product development, channel sales",Sales Executive/Officer,Train
307," rest, java, sql, oop, angularjs, ui development, oracle",Software Developer,Train
308," Javascript, PHP, HTML, Visualization, jQuery, web, Programming, Commerce, Web designing, Application, Android",Software Developer,Train
309," Process automation, Commodity Markets, Artificial Intelligence, Market intelligence, Machine learning, Corporate, Relationship, Operations, Analytics, Robotics",Team Lead/Technical Lead,Train
310," IT Sales, Marketing Campaigns, Social Media, Btl, Marketing Management, Digital Marketing, Dealer Sales, Channel Partners, Communication Skills, Process Flow",Sales/Business Development Manager,Train
311," Android, Troubleshooting, Middleware, Firmware, SOC, Linux kernel, Bluetooth, Computer science, Test scripts, Test strategy",Software Developer,Train
312," Outbound, Antivirus, Technical support, Voice process, Technical Support Executive, US shift, Inbound voice process, Customer Service Executive, Comp, International BPO",Associate/Senior Associate -(NonTechnical),Train
314," Sales Executive, Cold calling, market research, customer profiling, sales executive, marketing executive, distributors, Business Development, sales strategy",Sales Executive/Officer,Train
315," Administration, HR, Recruitment, Recruitment Executive, IR",Recruitment Executive,Train
316," Web development, Analytics, Healthcare, Software design, Monitoring, JIRA, Computer science, Backend, Inside sales, Cloud",Technical Architect,Train
317," Team Management, Advisory Services, General Insurance, Sales Initiatives, Financial Products, Distributor Sales, Branch Sales, Sales Development, Motor Insurance, Marketing",Branch Manager,Train
318," clinical pharmacy, mr, sales officer, territory executive, business development, sales executive",Sales Executive/Officer,Train
320," sap, procurement, scm, material, sheetmetal, sheet metal, purchase, VD, vendor development, sourcing, BOP",Purchase/Vendor Development Manager,Train
321," Angularjs, CSS, Core Java, DOM, Computer Science, Javascript, HTML, Spring, Ajax",Software Developer,Train
322," data analysis, Admissions, placements, Help Desk, access controls, Asset Management",Other,Train
324," marketing, bdm, sales, business development, it sales, ncr, hardware sales",Sales/Business Development Manager,Train
325," Outbound, Night shift, Service, English, process, Technical, Technical support, Inbound calls, Voice process, Group",Associate/Senior Associate -(Technical),Train
326," RT, PT, MPI, NDT Inspection, NDT Level, Diploma, Quality Inspection, Level Ii, Inspection Engineering, Mechanical Engineering, UT",Service/Maintenance Engineer,Train
327," Customer service, Healthcare, Customer relationship, Windows, Graphic designing, CAD, Illustrator, Customer satisfaction, Application software",Associate/Senior Associate -(NonTechnical),Train
328," BPO, any graduate, Voice Process, Voice Support",Associate/Senior Associate -(NonTechnical),Train
329," Outbound, Antivirus, Comp, Technical support, Technical Support Associate, technical sales associate, Sales, Technical Associate, Voice support, Inbound calls",Associate/Senior Associate -(Technical),Train
330," Equipment Maintenance, Hydraulics, Inventory Management, Management Skills, Maintenance Head, Electricals",Head/VP/GM-Production/Manufacturing/Maintenance,Train
331," hive, apache, itil process, hadoop, big data, aws, core java",Software Developer,Train
332," motor insurance, insurance sales, insurance broking, general insurance",Sales/Business Development Manager,Train
333,"SQL,Hibernate,Multithreading,OOAD,Eclipse,Business process,Outsourcing,Version control,Memory management,Control system",Team Lead/Technical Lead,Train
334," CATIA, AutoCAD, Pressure vessels, Mechanical, Primavera, PSCAD",Senior Design Engineer,Train
335," Team Management, Project Execution, Program Management, Customer Experience, Data Analytics, Supply Chain, Operations Planning",Purchase/Vendor Development Manager,Train
336," business development management, Sales Management",Sales/Business Development Manager,Train
338," Technical support, Outbound, Comp, Technical, Domestic BPO, US shift, process, Inbound calls, Bonus",Associate/Senior Associate -(Technical),Train
339," Operations, Inventory Management, Vendor Management, Bhm, Hospitality, Front Office, Guest Relations, Hospitality Management, hotel management",Front Office/Guest Relations Executive/Manager,Train
340," financial s, windows, android, mobile development",Software Developer,Train
341," Hardware Board Design, Mixed Signal, Design Engineering",Software Developer,Train
342," environment, functional, operations, business, verbal communication, coaching, analytical skills",Head/VP/GM-Operations,Train
343," Screening, Linkedin, IT Recruitment, hr recruitment, Database, recruiter, Sourcing, Interviewing, Recruitment",Recruitment Executive,Train
344," java, linux, server, development, eclipse ide, c, technical, mobile, eclipse, objective c, usability, ui, design, debugging, backend, developer, programming, applications",Software Developer,Train
345," Retail Sales, Sales Executive Activities, Revenue Generation, Inhouse Sales",Counter Sales,Train
346," BPO, Customer Support, international bpo, Voice Process, International Voice, International Voice Process",Associate/Senior Associate -(NonTechnical),Train
347,"J2Ee, Core Java, jQuery, ERP, Tomcat, Eclipse, Open source, Selenium, Computer science, OFBIZ",Team Lead/Technical Lead,Train
349," Counselor, Mentor, Trainer, Advisor, Teaching",Physics Teacher,Train
350," lead generation, branding, business development, Sales Management, market research, competitive intelligence, market analysis, Marketing",Sales/Business Development Manager,Train
351," Wireless, Automation, Simulation, Networking, Aerospace, FPGA, Coding, System verilog, Automotive, Physical design",Design Engineer,Train
352," hr, recruitment, recruiter, hiring, head hunting, leadership, mass hiring, volume hiring, bulk hiring, team leader, senior, tl, non it, it recruitment, technical hiring, it recruiter, bfsi, engineering, manufacturing, insurance, bpo, IT",Recruitment Executive,Train
